sku,store,categories,attribute_set,type,color,size,name,simples_skus,configurable_attributes,description,short_description,special_price,qty,is_in_stock,manage_stock,status,visibility,tax_class_id,thumbnail,thumbnail_label,image,small_image,media_gallery,min_qty,min_sale_qty,max_sale_qty,notify_stock_qty,msrp_enabled,country_of_manufacture,meta_description,meta_keyword,meta_title,upc,ipc,division_code,class,class_description,collection,collection_description,selling_period,type_group,type_name,type_description,group,country_of_origin,package,length,width,height,weight,is_gift_card,product_code,composition,manufacturer,rn_number,hts_code,visual_stock_id,cost,price,msrp,stock_code,product_category,safety_qty,at_sell
889436138033,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,4207 Royal Fl.Yellow Red,1||1,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,889436138033,0015200412780101,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
889436138057,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,4207 Royal Fl.Yellow Red,2||3,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,889436138057,0015200412780103,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
889436138064,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,4207 Royal Fl.Yellow Red,2H||4,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,889436138064,0015200412780104,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
889436138071,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,4207 Royal Fl.Yellow Red,3||5,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,889436138071,0015200412780105,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
889436138088,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,4207 Royal Fl.Yellow Red,3H||6,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,889436138088,0015200412780106,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
889436138095,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,4207 Royal Fl.Yellow Red,4||7,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,1,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,889436138095,0015200412780107,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,1
889436138101,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,4207 Royal Fl.Yellow Red,4H||8,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,889436138101,0015200412780108,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
889436138118,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,4207 Royal Fl.Yellow Red,5||9,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,889436138118,0015200412780109,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
889436138125,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,4207 Royal Fl.Yellow Red,5H||10,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,889436138125,0015200412780110,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
889436138132,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,4207 Royal Fl.Yellow Red,6||11,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,889436138132,0015200412780111,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
889436138149,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,4207 Royal Fl.Yellow Red,6H||12,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,1,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,889436138149,0015200412780112,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,1
889436138156,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,4207 Royal Fl.Yellow Red,7||13,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,889436138156,0015200412780113,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
887749960570,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,7301 Carbon White Orange,1||1,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,887749960570,0015200395810101,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
887749960594,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,7301 Carbon White Orange,2||3,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,887749960594,0015200395810103,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
887749960617,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,7301 Carbon White Orange,3||5,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,887749960617,0015200395810105,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
887749960624,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,7301 Carbon White Orange,3H||6,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,887749960624,0015200395810106,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
887749960631,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,7301 Carbon White Orange,4||7,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,887749960631,0015200395810107,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
887749960648,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,7301 Carbon White Orange,4H||8,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,887749960648,0015200395810108,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
887749960655,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,7301 Carbon White Orange,5||9,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,887749960655,0015200395810109,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
887749960662,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,7301 Carbon White Orange,5H||10,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,887749960662,0015200395810110,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,2
887749960679,fr,Pour Enfants/Tout Style Asics Chaussures/Running,Default,simple,7301 Carbon White Orange,6||11,Gel Contend 3 Gs,,,<p>Gel Contend 3 Gs</p>,Gel Contend 3 Gs,,1,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12696.jpg,C566N_9001_f,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg,http://app.visual-2000.com/imageapi/asicserp3_12696.jpg,http://app.visual-2000.com/imageapi/asicserp8_12696.jpg::C566N_9001_f,0,1,0,0,0,,<p>Gel Contend 3 Gs</p>,,Gel Contend 3 Gs,887749960679,0015200395810111,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Running,Running,Fall 2015,D,Pour Enfants,Pour Enfants,1A030301,,Each,0,0,0,0,0,C566N,,,,,5,0,38.5,69.99,WEB,REG,0,1
